field_id,crop_class,area_ha,date,image_id,cloudy_pixel_percentage,NDVI,NDWI
1100,Maize,2.1595343194137433,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2842385011659283,-0.39282751606485816
1101,Maize,2.018719341113461,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2644765731419795,-0.37506237545295484
1102,Sugar beet,1.1191955846980928,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.19428097497176106,-0.29447631053468754
1103,Potato,1.0013030736377806,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.24675213608656343,-0.39470196373413047
1104,Maize,1.3883151094232387,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.30875158531859553,-0.4057438387450829
1105,Onion,6.172279173222894,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.23402238293920138,-0.3675358389834761
1106,Onion,2.124186983023953,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.25372151349979594,-0.39393472794761103
1107,Potato,4.184900807649405,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.8485329850400067,-0.7333325780354896
1108,Potato,2.9942298048455442,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.271437078752417,-0.4002230770206144
1109,Maize,1.803054285325682,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.28937218290011285,-0.4064725015718565
1110,Grass,3.5204571220332697,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.855510662971631,-0.7803798072584073
1111,Grass,0.6643810231305779,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.7814979903906143,-0.7269633976253582
1112,Barley,1.9519901080719662,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.49878605543635957,-0.4930271508666553
1113,Grass,4.902701669748193,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.8211654202488132,-0.7358175869979106
1114,Grass,10.956641111045244,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.8619913175136544,-0.7738617048951285
1115,Maize,2.7915903728199805,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.48252920228469043,-0.501838524332547
1116,Sugar beet,1.4621492554989075,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.27054604740689486,-0.40127214595223337
1117,Sugar beet,12.20996800553676,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.24768200447231153,-0.3409493932592019
1118,Onion,0.7531377849388655,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.26686162770264765,-0.39790255143050457
1119,Sugar beet,4.8209516332409414,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.209409131103185,-0.3027273892418557
1120,Sugar beet,8.589612160128155,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.26771967031671107,-0.397581011841868
1121,Maize,0.5888298179523852,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.4009796402298302,-0.4761586081419195
1122,Sugar beet,6.421344620241363,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.30775875267605723,-0.44235720899936043
1123,Maize,1.2741953810789748,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.32614781388363334,-0.43290526336770246
1124,Sugar beet,5.791847222157297,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.26612741707576915,-0.41101373277587605
1125,Sugar beet,4.4383906254705,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2757913414760262,-0.3606449074006561
1126,Sugar beet,6.763422152796004,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2516322092989759,-0.3134802698783204
1127,Maize,1.0031958784482409,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.7758470259721901,-0.6827394105587212
1128,Potato,11.442131616645984,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.29773352457658575,-0.4520022658344999
1129,Potato,6.678841363223625,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.3675482577528774,-0.42677106317830954
1130,Onion,0.5051280342922235,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.24316592814693813,-0.37503360144862335
1131,Barley,1.509298918784126,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.8255388668351926,-0.7526142997933002
1132,Grass,3.0997936011927796,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.6941192675692008,-0.6110475466005308
1133,Sugar beet,0.50127002796849,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.24855353378067688,-0.37618126789032863
1134,Sugar beet,3.7769405580650934,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2679818228955329,-0.38582288983565066
1135,Grass,1.8576269534033494,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.7478330972366989,-0.6996532182370345
1136,Potato,3.6274785939025,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.6703133716396558,-0.6259786763659846
1137,Maize,1.9108989609863274,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.24977547563161576,-0.3770513203193937
1138,Maize,0.9177415437599639,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2574033398697568,-0.3931547306273215
1139,Potato,3.0000053334585495,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.6330082479370293,-0.6203149408423944
1140,Potato,2.118169020846708,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.8495037949156741,-0.7660034537379132
1141,Onion,3.5408764902116547,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.28411437244277943,-0.42971322245845284
1142,Grass,3.684868705273077,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.8038694691271954,-0.7076892895371915
1143,Potato,2.373165135345186,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.28604308132468503,-0.4066923989789767
1144,Grass,0.7826653381568057,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.7887705921423819,-0.7172564876051919
1145,Sugar beet,2.1950210945095963,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.29058444001421807,-0.45167997020239486
1146,Sugar beet,5.639758849629155,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.25639681069118153,-0.3862626568018254
1147,Barley,4.712411877011247,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.854677911965803,-0.7712942452402449
1148,Potato,7.272225195475152,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2875018026189399,-0.39579822909299717
1149,Barley,2.2796652971449833,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.8343643817921903,-0.7566225715020911
