field_id,crop_class,area_ha,date,image_id,cloudy_pixel_percentage,NDVI,NDWI
2500,Maize,0.816355034871606,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.7768630624549051,-0.7116097810312955
2501,Maize,1.630199307025042,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.6880645272841938,-0.622154464923934
2502,Grass,0.6436604497802886,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.6331326785493163,-0.6282574634524946
2503,Sugar beet,3.129831670800979,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.3042801940364034,-0.4367739289557814
2504,Potato,6.056277287054969,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.25399090702787797,-0.4093773305096366
2505,Sugar beet,3.401091671816427,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.24249490009375452,-0.3630980566650965
2506,Maize,2.220470979388369,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.29995496653235154,-0.38875195739597906
2507,Grass,0.964400851747279,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.6273714095424893,-0.623843912754513
2508,Maize,1.3453543746666843,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.3365068115344494,-0.43339063844559517
2509,Maize,2.829820148190716,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.26698179972587915,-0.3967834683011209
2510,Grass,2.117501894687818,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.4633036433552881,-0.4799415056618922
2511,Grass,0.7793473053645669,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.7154225954611177,-0.671373252507012
2512,Sugar beet,2.442984822420966,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2861209789957662,-0.4262243820582072
2513,Grass,0.6918420865961904,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.6672644011150541,-0.6032443135007903
2514,Sugar beet,1.2024089612979365,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.24710170341366586,-0.35554828298189184
2515,Maize,2.9768885910470373,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.25073995122532233,-0.35812224880818133
2516,Grass,1.4975571273426342,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.7449487690247543,-0.6907207402698188
2517,Grass,1.3699717496422337,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.6675168518297743,-0.6559070414460226
2518,Potato,1.7385348034699712,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.30310657414874276,-0.4532822880006701
2519,Grass,0.5087421592020945,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,,
2520,Grass,0.7231727991861522,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.7468488702157416,-0.6956329715862544
2521,Grass,4.92467684512177,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.7444572430446613,-0.6797098026933391
2522,Sugar beet,1.5750490021199737,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.24009946140237878,-0.3600730696058652
2523,Sugar beet,2.101797183638792,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2626887042912753,-0.386784684274008
2524,Grass,2.583856808690269,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.6303025755360353,-0.6322784437615331
2525,Onion,2.145474666523095,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.28698998589518865,-0.4080860237776234
2526,Barley,6.808387309944737,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2829522229085575,-0.42394221297780466
2527,Barley,7.490045036846449,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.6894808013050348,-0.613097690152109
2528,Sugar beet,2.319316823186528,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2975930684714447,-0.4370542164730717
2529,Onion,2.038274536865957,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,,
2530,Potato,3.799816533856329,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.26634635169613957,-0.42131895261241775
2531,Maize,0.9728106572588106,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.3160218476959845,-0.4153945941127763
2532,Onion,2.0379532872243926,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.5640992718343046,-0.5316463496942858
