field_id,crop_class,area_ha,date,image_id,cloudy_pixel_percentage,NDVI,NDWI
2400,Maize,7.640683465661324,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.25485803783298194,-0.3744863614475027
2401,Maize,3.6455652109910393,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.39367223514510497,-0.41610058919567255
2402,Grass,1.342423920448933,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.6169170524671669,-0.6308008278642591
2403,Barley,1.8245271772245468,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.6670413951167321,-0.48872988164725023
2404,Potato,1.1535684679644056,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.8323451084703961,-0.7455851697904661
2405,Maize,1.9141455424748697,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.22807838052915738,-0.3506985554082549
2406,Onion,11.133000474348426,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.21190537205174412,-0.3399029395275225
2407,Potato,4.07154863918337,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.3821954345721762,-0.49226825996966156
2408,Maize,0.9996741776816385,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.35803864596188467,-0.44206657904515484
2409,Grass,2.8820456421134115,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.8231268478185677,-0.7410371647394334
2410,Grass,2.2370104272018345,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.8162430100515825,-0.7047527145788037
2411,Grass,0.5707172381030485,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.6651086838464055,-0.6290991613953554
2412,Maize,1.5206307184613377,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.8196559900302632,-0.7305361479529445
2413,Grass,3.426855915649925,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2160740780041857,-0.33593417217584254
2414,Maize,1.9867557433899838,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.4022960064157457,-0.4819219131629362
2415,Potato,2.6039991078656874,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.24675836949342586,-0.36385663016867953
2416,Grass,1.7925653802977013,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.868820139375273,-0.7804162232282036
2417,Potato,2.6355904296813844,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.8401165362002421,-0.732846132589606
2418,Potato,2.1871864316427945,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.7634040840130176,-0.711771898928928
2419,Maize,1.5968755015903502,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.19380790502987819,-0.3361593066156652
2420,Potato,2.5697677035356783,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.8089496146370742,-0.7173277559595064
2421,Maize,2.350681544020043,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.19316933583917276,-0.33256806519550186
2422,Grass,1.6264917889813637,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.8749910560233211,-0.7836267580339359
2423,Potato,3.002622690643637,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.3401681313593448,-0.42188092284608736
2424,Potato,6.424409409606648,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2854041250424088,-0.4266409010070254
2425,Potato,1.6645457286444587,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2753782416270417,-0.4123303900815168
2426,Maize,1.0380949762780094,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.15673114883537306,-0.2013120131201312
2427,Barley,0.7536367121403454,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.6790254374940782,-0.6407309688836861
2428,Sugar beet,11.792280686578534,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.30093029286693435,-0.4515489148062842
2429,Potato,2.5815051381923486,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.26483935650466706,-0.3731213688914522
2430,Maize,0.5220170398772465,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.29753683481610227,-0.3080210643954368
2431,Barley,1.7288053168628053,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.6340175133318916,-0.5709074399415278
2432,Wheat,1.0652226225872228,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.7709560592738188,-0.6952514444735512
2433,Wheat,1.0014163798216096,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.8035986492438637,-0.7183069660025564
2434,Potato,1.3639575222137497,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2688683449737603,-0.398685921251722
2435,Grass,0.608846510236151,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.20968104543945434,-0.21310876475792953
2436,Grass,3.6781966206749748,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.7575010522221811,-0.6791671290628285
2437,Maize,1.6115125873373055,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2889049996793882,-0.40371082213760395
2438,Maize,1.2118624980765225,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.294773414756025,-0.38040555399648057
2439,Wheat,1.3523557083468516,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.3947518545668489,-0.4370728600818266
2440,Sugar beet,4.88341848459269,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.2151641289709994,-0.35936400363833937
2441,Sugar beet,3.2268650047526504,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.23450022022551792,-0.36719212490904646
2442,Wheat,9.937695352584015,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.5375486749256304,-0.507444617347915
2443,Sugar beet,3.1004435912420947,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.23925736704403805,-0.3808738800525774
2444,Grass,2.1166621061942417,2025-04-01,20250401T104041_20250401T104123_T31UFT,5.127916,0.8247247256610406,-0.6912193730501716
