field_id,gewas,crop_class,area_ha,ndvi_apr,ndvi_may,ndvi_jun,ndvi_jul,ndvi_aug,ndvi_sep,ndvi_oct,ndwi_apr,ndwi_may,ndwi_jun,ndwi_jul,ndwi_aug,ndwi_sep,ndwi_oct,ndvi_peak,ndvi_peak_month,ndvi_season_mean,ndvi_range,ndwi_peak,ndwi_peak_month,ndwi_season_mean,ndwi_range
10,"Mais, snij-",Maize,1.6638157496046926,0.2741839984727109,0.26734587786864644,0.7877013868760054,0.9028222367256079,0.6164468740903256,0.3025322275132471,0.6208243075044512,-0.38386249635280556,-0.34776816999184795,-0.7148505874282696,-0.8362096769171599,-0.5792238636058832,-0.38714037836064286,-0.5425451849324214,0.9028222367256079,jul,0.5388367012929992,0.6354763588569614,-0.34776816999184795,may,-0.5416571939412901,0.4884415069253119
11,"Mais, korrel-",Maize,2.0185326550546008,0.6533937632652034,0.44314883336340827,0.49450051517704596,0.7147850196755603,0.5843921057790858,0.5142662947834096,0.4650784367430209,-0.5938800382627921,-0.5105077607015579,-0.5234761524241124,-0.6916780691968857,-0.547947492207845,-0.516319676327372,-0.5569749563143678,0.7147850196755603,jul,0.552794995540962,0.27163618631215203,-0.5105077607015579,may,-0.5629691636335618,0.18117030849532778
12,"Aardappelen, consumptie",Potato,7.969026922672824,0.5059824788776723,0.2422137878548736,0.8062868271804466,0.8869575718604187,0.4509641784872803,0.2577127076993867,0.2670987207122744,-0.5453139674911773,-0.3496818600851227,-0.7026971962809474,-0.7418822623164268,-0.414574217976563,-0.32706303541174236,-0.3611331373681268,0.8869575718604187,jul,0.48817375323890755,0.6447437840055451,-0.32706303541174236,sep,-0.4917636681328723,0.4148192269046845
13,"Aardappelen, consumptie",Potato,3.7050648283705487,0.2507602051646287,0.23918575460881725,0.8405304758979261,0.8425217443888576,0.7615846375848592,0.21644904334249027,0.2259068620345335,-0.3474978924792519,-0.3353681571032645,-0.7519682624539241,-0.7547052249805661,-0.664093515064661,-0.2716982739456319,-0.3279679022312732,0.8425217443888576,jul,0.4824198175745876,0.6260727010463674,-0.2716982739456319,sep,-0.4933284611797961,0.48300695103493424
14,"Mais, snij-",Maize,2.8795998352145573,0.31072446643339613,0.2888553896780036,0.577410110769793,0.7901670942205432,0.822082593161085,0.41989693363079494,0.3054532531505313,-0.42281151866815525,-0.36927024195655683,-0.5618849483825599,-0.7063305428271341,-0.7496942637904581,-0.4174262413271755,-0.4210718201172859,0.822082593161085,aug,0.5020842630063067,0.5332272034830814,-0.36927024195655683,may,-0.5212127967241894,0.3804240218339013
15,"Aardappelen, consumptie",Potato,1.7992986610721005,0.7198588596721083,0.3431813558242234,0.8241693553366493,0.7933849462306154,0.555874969615858,0.4102570268070757,0.5644799811659725,-0.6803526268402431,-0.4225567465044186,-0.7366161016145705,-0.699825620565643,-0.5384353828790336,-0.450574649698124,-0.5284807250350448,0.8241693553366493,jun,0.6016009278075004,0.4809879995124259,-0.4225567465044186,may,-0.5795488361624396,0.31405935511015187
16,"Aardappelen, consumptie",Potato,1.6383065036661593,0.6032121655811539,0.5160156253573243,0.6292517421895267,0.8153114397820191,0.6646864872419869,0.5856071146737253,0.5338937253144185,-0.572797771178391,-0.5282660119592416,-0.6086210242303294,-0.7340976937504945,-0.5737406047289447,-0.5600059329264141,-0.5874256880768502,0.8153114397820191,jul,0.6211397571628793,0.2992958144246949,-0.5282660119592416,may,-0.594993532407238,0.20583168179125289
17,"Aardappelen, consumptie",Potato,2.533194097380639,0.333161413250881,0.4070077797581271,0.8573881484628034,0.829837547358148,0.4205819259968091,0.7086646769730199,0.6727350293966706,-0.4836935908746203,-0.5049540481540994,-0.7672948864088164,-0.7268076426684699,-0.48367154338150864,-0.5954641228694275,-0.5798489765045177,0.8573881484628034,jun,0.6041966458852085,0.5242267352119224,-0.48367154338150864,aug,-0.591676401551637,0.28362334302730774
18,"Mais, snij-",Maize,4.569993577861392,0.2816884999894651,0.29614599176033124,0.5118106860301299,0.39151856023757875,0.3350133501272754,0.266713740050174,,-0.394899021437355,-0.37275853349588156,-0.5234339986279862,-0.4475005348264265,-0.393899765277829,-0.3182797717912438,,0.5118106860301299,jun,0.3471484713658257,0.2450969459799559,-0.3182797717912438,sep,-0.4084619375761203,0.20515422683674245
19,"Aardappelen, consumptie",Potato,1.5391667749859217,0.3015122870381586,0.3255932726315424,0.8393320363101451,0.819126126541164,0.3439552675192183,0.3164936216220139,,-0.38149264676963895,-0.3888680312818823,-0.7477304356696478,-0.7213310952757109,-0.3649429747914316,-0.35541706157972713,,0.8393320363101451,jun,0.49100210194370697,0.5378197492719865,-0.35541706157972713,sep,-0.49329704089467313,0.3923133740899207
20,"Mais, snij-",Maize,3.190162969989841,0.35351544072167695,0.28354981272117075,0.3239040031655721,0.5359636459234132,0.7391636179158668,0.7506873137144483,0.3417527527517257,-0.4183240047185658,-0.39598573328127906,-0.40903376720691903,-0.5428098580968392,-0.6905848488591334,-0.6825496806262933,-0.4105713646600377,0.7506873137144483,sep,0.475505226701982,0.46713750099327755,-0.39598573328127906,may,-0.5071227510641525,0.29459911557785434
21,"Mais, snij-",Maize,0.5689035961603583,0.3207295166894395,0.38861278600613613,0.7533864243635373,0.8664940681310077,0.7392609175110055,0.4900005479248856,0.4511998440684689,-0.42896141953238065,-0.4550096941418973,-0.6994584618377908,-0.8065417173646209,-0.6770246661210801,-0.5031635737547367,-0.5179737245320672,0.8664940681310077,jul,0.5728120149563544,0.5457645514415682,-0.42896141953238065,apr,-0.584019036754939,0.37758029783224023
22,"Mais, snij-",Maize,3.004427325747007,0.28212062541778726,0.2942854938489679,0.7238133780706841,0.8475287422738962,0.6688984416814044,0.282258913991974,0.4844027591736063,-0.3707230126258192,-0.35976547599199526,-0.6752411980183313,-0.7848768283967322,-0.6333318477544073,-0.31930705207333415,-0.4752862994577311,0.8475287422738962,jul,0.5119011934940457,0.5654081168561089,-0.31930705207333415,sep,-0.5169331020454787,0.4655697763233981
23,"Mais, snij-",Maize,3.3697949490811543,0.31211926963951464,0.3066515234064614,0.6814112296404675,0.8378263398041167,0.7284390454285014,0.32949891926484703,0.5719174692477974,-0.40237679819056194,-0.39516865298826914,-0.6339397725685678,-0.7321900977979782,-0.6434688857311178,-0.3656369107171394,-0.5215547124631621,0.8378263398041167,jul,0.5382662566331009,0.5311748163976553,-0.3656369107171394,sep,-0.5277622614938281,0.3665531870808388
24,"Mais, snij-",Maize,0.7580535470269939,0.5451381174178233,0.31202766280028527,0.5840952779111399,0.8130053873537646,0.724603176026188,0.39315915390771067,0.3275738108711132,-0.5198498459815118,-0.3898322990768209,-0.5530998080597362,-0.7361967758362923,-0.6612758138790671,-0.43621352010128406,-0.3757898580886277,0.8130053873537646,jul,0.5285146551840035,0.5009777245534793,-0.3757898580886277,oct,-0.5246082744319057,0.3604069177476646
25,"Aardappelen, consumptie",Potato,5.297101720663423,0.26879873532222204,0.38617709681976503,0.8651852977598424,0.8473094783068377,0.5652552930498018,0.3231235968980322,,-0.3745788808077049,-0.43856578310052413,-0.7719941471003474,-0.7428764350975462,-0.5542243995437502,-0.39243399898462433,,0.8651852977598424,jun,0.5426415830260836,0.5963865624376203,-0.3745788808077049,apr,-0.5457789407724162,0.3974152662926425
26,"Aardappelen, consumptie",Potato,4.250399313412793,0.2663833809100008,0.39995177992772496,0.8693417105505428,0.8563768915918599,0.5563022989442298,0.32416643310782245,,-0.364783303151576,-0.4359206310131003,-0.7825324049963831,-0.7569469945181627,-0.5271126963921303,-0.39240817020765034,,0.8693417105505428,jun,0.5454204158386968,0.602958329640542,-0.364783303151576,apr,-0.5432840333798338,0.4177491018448071
27,"Aardappelen, consumptie",Potato,4.1871630175842816,0.2999372855927621,0.3509102176855959,0.8478158910497654,0.8771345976027395,0.6267856336876372,0.3639841946645636,0.2995981535537559,-0.45470638636125055,-0.46685877367323975,-0.7597374342927204,-0.775629811385013,-0.5996025351786933,-0.45228563010016887,-0.4167578576289938,0.8771345976027395,jul,0.5237379962624028,0.5775364440489836,-0.4167578576289938,oct,-0.560796918374297,0.35887195375601916
